"name","race","gender","callback","callback_n","n","study","age"
"aisha","Black","Female",0.0222222222222222,4,180,"bertrand",NA
"allison","White","Female",0.0948275862068965,22,232,"bertrand",NA
"anne","White","Female",0.0826446280991736,20,242,"bertrand",NA
"brad","White","Male",0.158730158730159,10,63,"bertrand",NA
"brendan","White","Male",0.0769230769230769,5,65,"bertrand",NA
"brett","White","Male",0.0677966101694915,4,59,"bertrand",NA
"carrie","White","Female",0.130952380952381,22,168,"bertrand",NA
"darnell","Black","Male",0.0476190476190476,2,42,"bertrand",NA
"ebony","Black","Female",0.0961538461538462,20,208,"bertrand",NA
"emily","White","Female",0.079295154185022,18,227,"bertrand",NA
"geoffrey","White","Male",0.0677966101694915,4,59,"bertrand",NA
"greg","White","Male",0.0784313725490196,4,51,"bertrand",NA
"hakim","Black","Male",0.0545454545454545,3,55,"bertrand",NA
"jamal","Black","Male",0.0655737704918033,4,61,"bertrand",NA
"jay","White","Male",0.134328358208955,9,67,"bertrand",NA
"jermaine","Black","Male",0.0961538461538462,5,52,"bertrand",NA
"jill","White","Female",0.083743842364532,17,203,"bertrand",NA
"kareem","Black","Male",0.046875,3,64,"bertrand",NA
"keisha","Black","Female",0.0382513661202186,7,183,"bertrand",NA
"kenya","Black","Female",0.086734693877551,17,196,"bertrand",NA
"kristen","White","Female",0.131455399061033,28,213,"bertrand",NA
"lakisha","Black","Female",0.055,11,200,"bertrand",NA
"latonya","Black","Female",0.091304347826087,21,230,"bertrand",NA
"latoya","Black","Female",0.084070796460177,19,226,"bertrand",NA
"laurie","White","Female",0.0974358974358974,19,195,"bertrand",NA
"leroy","Black","Male",0.09375,6,64,"bertrand",NA
"matthew","White","Male",0.0895522388059701,6,67,"bertrand",NA
"meredith","White","Female",0.101604278074866,19,187,"bertrand",NA
"neil","White","Male",0.0657894736842105,5,76,"bertrand",NA
"rasheed","Black","Male",0.0298507462686567,2,67,"bertrand",NA
"sarah","White","Female",0.0984455958549223,19,193,"bertrand",NA
"tamika","Black","Female",0.0546875,14,256,"bertrand",NA
"tanisha","Black","Female",0.0579710144927536,12,207,"bertrand",NA
"todd","White","Male",0.0588235294117647,4,68,"bertrand",NA
"tremayne","Black","Male",0.0434782608695652,3,69,"bertrand",NA
"tyrone","Black","Male",0.0533333333333333,4,75,"bertrand",NA
"angela","White","Female",0.135818908122503,102,777,"farber",33
"donna","White","Female",0.112727272727273,93,851,"farber",27
"heather","White","Female",0.116751269035533,92,812,"farber",34
"janice","White","Female",0.0960757780784844,71,752,"farber",51
"jennifer","White","Female",0.141304347826087,104,761,"farber",42
"joan","White","Female",0.0959885386819484,67,718,"farber",60
"lauren","White","Female",0.106544901065449,70,709,"farber",23
"linda","White","Female",0.12532637075718,96,783,"farber",52
"mary","White","Female",0.10195530726257,73,745,"farber",61
"rose","White","Female",0.106842737094838,89,860,"farber",28
"shannon","White","Female",0.108225108225108,75,715,"farber",43
"susan","White","Female",0.0817790530846485,57,757,"farber",23
"adam","White","Male",0.26186943620178,353,1348,"kline",NA
"aisha","Black","Female",0.245508982035928,205,835,"kline",NA
"allison","White","Female",0.261818181818182,216,825,"kline",NA
"amanda","White","Female",0.260015117157974,344,1323,"kline",NA
"amy","White","Female",0.260772659732541,351,1346,"kline",NA
"anne","White","Female",0.263990267639903,217,822,"kline",NA
"antwan","Black","Male",0.248689138576779,332,1335,"kline",NA
"brad","White","Male",0.246768507638073,210,851,"kline",NA
"bradley","White","Male",0.238636363636364,315,1320,"kline",NA
"brendan","White","Male",0.258992805755396,216,834,"kline",NA
"brett","White","Male",0.252347417840376,215,852,"kline",NA
"carrie","White","Female",0.248815165876777,210,844,"kline",NA
"chad","White","Male",0.253720238095238,341,1344,"kline",NA
"darnell","Black","Male",0.243636363636364,201,825,"kline",NA
"donnell","Black","Male",0.236646884272997,319,1348,"kline",NA
"ebony","Black","Female",0.222485207100592,188,845,"kline",NA
"emily","White","Female",0.256658595641647,212,826,"kline",NA
"erin","White","Female",0.24132730015083,320,1326,"kline",NA
"geoffrey","White","Male",0.212514757969303,180,847,"kline",NA
"greg","White","Male",0.23905325443787,202,845,"kline",NA
"hakim","Black","Male",0.242460796139928,201,829,"kline",NA
"heather","White","Female",0.275862068965517,376,1363,"kline",NA
"jacob","White","Male",0.250944822373394,332,1323,"kline",NA
"jamal","Black","Male",0.232779097387173,196,842,"kline",NA
"jason","White","Male",0.24251497005988,324,1336,"kline",NA
"jay","White","Male",0.252681764004768,212,839,"kline",NA
"jennifer","White","Female",0.243060765191298,324,1333,"kline",NA
"jeremy","White","Male",0.257609502598367,347,1347,"kline",NA
"jermaine","Black","Male",0.238717339667458,201,842,"kline",NA
"jill","White","Female",0.239808153477218,200,834,"kline",NA
"joshua","White","Male",0.235080058224163,323,1374,"kline",NA
"julie","White","Female",0.240754716981132,319,1325,"kline",NA
"justin","White","Male",0.228613569321534,310,1356,"kline",NA
"kareem","Black","Male",0.246060606060606,203,825,"kline",NA
"keisha","Black","Female",0.243341404358354,201,826,"kline",NA
"kenya","Black","Female",0.217494089834515,184,846,"kline",NA
"kristen","White","Female",0.264173703256936,219,829,"kline",NA
"lakeisha","Black","Female",0.219771863117871,289,1315,"kline",NA
"lakesha","Black","Female",0.227744807121662,307,1348,"kline",NA
"lakisha","Black","Female",0.216056670602125,183,847,"kline",NA
"lamar","Black","Male",0.213859910581222,287,1342,"kline",NA
"lamont","Black","Male",0.230998509687034,310,1342,"kline",NA
"lashonda","Black","Female",0.225975975975976,301,1332,"kline",NA
"latasha","Black","Female",0.234808702175544,313,1333,"kline",NA
"latisha","Black","Female",0.211480362537764,280,1324,"kline",NA
"latonya","Black","Female",0.233890214797136,196,838,"kline",NA
"latoya","Black","Female",0.208830548926014,175,838,"kline",NA
"laurie","White","Female",0.269185360094451,228,847,"kline",NA
"lawanda","Black","Female",0.210644677661169,281,1334,"kline",NA
"leroy","Black","Male",0.225572979493365,187,829,"kline",NA
"lori","White","Female",0.247583643122677,333,1345,"kline",NA
"marquis","Black","Male",0.231107850330154,315,1363,"kline",NA
"matthew","White","Male",0.25177304964539,213,846,"kline",NA
"maurice","Black","Male",0.217325227963526,286,1316,"kline",NA
"meredith","White","Female",0.242424242424242,200,825,"kline",NA
"misty","White","Female",0.281763826606876,377,1338,"kline",NA
"nathan","White","Male",0.247781065088757,335,1352,"kline",NA
"neil","White","Male",0.255924170616114,216,844,"kline",NA
"patrice","Black","Female",0.246290801186944,332,1348,"kline",NA
"rasheed","Black","Male",0.236533957845433,202,854,"kline",NA
"rebecca","White","Female",0.246646795827124,331,1342,"kline",NA
"reginald","Black","Male",0.2271714922049,306,1347,"kline",NA
"roderick","Black","Male",0.227913882702301,307,1347,"kline",NA
"sarah","White","Female",0.2647412755716,220,831,"kline",NA
"scott","White","Male",0.255007704160247,331,1298,"kline",NA
"susan","White","Female",0.23168908819133,310,1338,"kline",NA
"tameka","Black","Female",0.213859910581222,287,1342,"kline",NA
"tamika","Black","Female",0.216056670602125,183,847,"kline",NA
"tanisha","Black","Female",0.264812575574365,219,827,"kline",NA
"tawanda","Black","Female",0.233658903080391,311,1331,"kline",NA
"terrance","Black","Male",0.250944822373394,332,1323,"kline",NA
"terrell","Black","Male",0.236173393124066,316,1338,"kline",NA
"todd","White","Male",0.245421245421245,201,819,"kline",NA
"tomeka","Black","Female",0.229024943310658,303,1323,"kline",NA
"tremayne","Black","Male",0.235154394299287,198,842,"kline",NA
"tyrone","Black","Male",0.217183770883055,182,838,"kline",NA
"abigail","White","Female",0.208333333333333,0.208333333333333,72,"neumark",29
"abigail","White","Female",0.186440677966102,0.186440677966102,59,"neumark",30
"abigail","White","Female",0.171428571428571,0.171428571428571,175,"neumark",31
"abigale","White","Female",0,0,2,"neumark",29
"alexander","White","Female",0,0,2,"neumark",29
"alexander","White","Male",0.157894736842105,0.157894736842105,19,"neumark",29
"alexander","White","Male",0.304347826086957,0.304347826086957,23,"neumark",30
"alexander","White","Male",0.266666666666667,0.266666666666667,15,"neumark",31
"alexis","White","Female",0.139240506329114,0.139240506329114,158,"neumark",29
"alexis","White","Female",0.206349206349206,0.206349206349206,63,"neumark",30
"alexis","White","Female",0.157303370786517,0.157303370786517,178,"neumark",31
"alyssa","White","Female",0.213592233009709,0.213592233009709,103,"neumark",29
"alyssa","White","Female",0.164772727272727,0.164772727272727,176,"neumark",30
"alyssa","White","Female",0.0654205607476635,0.0654205607476635,107,"neumark",31
"amanda","White","Female",0.303030303030303,0.303030303030303,66,"neumark",29
"amanda","White","Female",0.13953488372093,0.13953488372093,43,"neumark",30
"amanda","White","Female",0.222222222222222,0.222222222222222,9,"neumark",31
"amanda","White","Female",0.0909090909090909,0.0909090909090909,88,"neumark",64
"amanda","White","Female",0.0588235294117647,0.0588235294117647,68,"neumark",65
"amanda","White","Female",0.25,0.25,32,"neumark",66
"amber","White","Female",0.12962962962963,0.12962962962963,54,"neumark",29
"amber","White","Female",0.176991150442478,0.176991150442478,113,"neumark",30
"amber","White","Female",0.102272727272727,0.102272727272727,88,"neumark",31
"amy","White","Female",0.2,0.2,45,"neumark",29
"amy","White","Female",0.160919540229885,0.160919540229885,87,"neumark",30
"amy","White","Female",0.16,0.16,100,"neumark",31
"amy","White","Female",0.0571428571428571,0.0571428571428571,35,"neumark",64
"amy","White","Female",0.101449275362319,0.101449275362319,69,"neumark",65
"amy","White","Female",0.109489051094891,0.109489051094891,137,"neumark",66
"andrew","White","Female",0,0,2,"neumark",29
"andrew","White","Male",0.3,0.3,60,"neumark",29
"andrew","White","Male",0.208333333333333,0.208333333333333,48,"neumark",30
"andrew","White","Female",0,0,4,"neumark",31
"andrew","White","Male",0.207547169811321,0.207547169811321,53,"neumark",31
"angela","White","Female",0.100840336134454,0.100840336134454,119,"neumark",49
"angela","White","Female",0.075187969924812,0.075187969924812,133,"neumark",50
"angela","White","Female",0.115577889447236,0.115577889447236,199,"neumark",51
"angela","White","Female",0.0638297872340425,0.0638297872340425,94,"neumark",64
"angela","White","Female",0.0882352941176471,0.0882352941176471,102,"neumark",65
"angela","White","Female",0.2,0.2,5,"neumark",66
"anthony","White","Male",0.270833333333333,0.270833333333333,48,"neumark",29
"anthony","White","Male",0.278571428571429,0.278571428571429,140,"neumark",30
"anthony","White","Male",0.131578947368421,0.131578947368421,38,"neumark",31
"ashley","White","Female",0.136986301369863,0.136986301369863,73,"neumark",29
"ashley","White","Female",0.113636363636364,0.113636363636364,88,"neumark",30
"ashley","White","Female",0.152777777777778,0.152777777777778,144,"neumark",31
"austin","White","Female",0,0,2,"neumark",29
"austin","White","Male",0.411764705882353,0.411764705882353,17,"neumark",29
"austin","White","Male",0.268817204301075,0.268817204301075,93,"neumark",30
"austin","White","Male",0.290909090909091,0.290909090909091,55,"neumark",31
"ava","White","Female",0.167567567567568,0.167567567567568,185,"neumark",29
"ava","White","Female",0.0943396226415094,0.0943396226415094,53,"neumark",30
"ava","White","Female",0.129411764705882,0.129411764705882,85,"neumark",31
"babara","White","Female",0.0666666666666667,0.0666666666666667,15,"neumark",64
"barbara","White","Female",0.230769230769231,0.230769230769231,26,"neumark",49
"barbara","White","Female",0.0793650793650794,0.0793650793650794,126,"neumark",50
"barbara","White","Female",0.172043010752688,0.172043010752688,93,"neumark",51
"barbara","White","Female",0.15,0.15,40,"neumark",64
"barbara","White","Female",0.196078431372549,0.196078431372549,51,"neumark",65
"barbara","White","Female",0.1,0.1,20,"neumark",66
"betty","White","Female",0.0692307692307692,0.0692307692307692,130,"neumark",64
"betty","White","Female",0.0684931506849315,0.0684931506849315,146,"neumark",65
"betty","White","Female",0.156521739130435,0.156521739130435,115,"neumark",66
"brandom","White","Male",0,0,2,"neumark",31
"brandon","White","Male",0.454545454545455,0.454545454545455,11,"neumark",29
"brandon","White","Male",0.256410256410256,0.256410256410256,39,"neumark",30
"brandon","White","Male",0.12,0.12,25,"neumark",31
"brenda","White","Female",0.0769230769230769,0.0769230769230769,117,"neumark",49
"brenda","White","Female",0.0701754385964912,0.0701754385964912,114,"neumark",50
"brenda","White","Female",0.0769230769230769,0.0769230769230769,130,"neumark",51
"brenda","White","Female",0.0481927710843374,0.0481927710843374,83,"neumark",64
"brenda","White","Female",0.0540540540540541,0.0540540540540541,74,"neumark",65
"brenda","White","Female",0.0263157894736842,0.0263157894736842,38,"neumark",66
"brian","White","Male",0.243243243243243,0.243243243243243,37,"neumark",29
"brian","White","Male",0.178571428571429,0.178571428571429,28,"neumark",30
"brian","White","Male",0.192982456140351,0.192982456140351,57,"neumark",31
"brian","White","Male",0.244444444444444,0.244444444444444,45,"neumark",49
"brian","White","Male",0.391304347826087,0.391304347826087,23,"neumark",50
"brian","White","Male",0.189655172413793,0.189655172413793,58,"neumark",51
"brian","White","Female",0,0,4,"neumark",64
"brian","White","Male",0.153846153846154,0.153846153846154,52,"neumark",64
"brian","White","Female",0,0,1,"neumark",65
"brian","White","Male",0.4,0.4,10,"neumark",65
"brian","White","Male",0.257142857142857,0.257142857142857,35,"neumark",66
"brianna","White","Female",0.208333333333333,0.208333333333333,24,"neumark",29
"brianna","White","Female",0.128205128205128,0.128205128205128,39,"neumark",30
"brianna","White","Female",0.111111111111111,0.111111111111111,99,"neumark",31
"brittany","White","Female",0.19921875,0.19921875,256,"neumark",29
"brittany","White","Female",0.269662921348315,0.269662921348315,89,"neumark",30
"brittany","White","Female",0.114285714285714,0.114285714285714,35,"neumark",31
"carol","White","Female",0.0333333333333333,0.0333333333333333,30,"neumark",64
"carol","White","Female",0.230769230769231,0.230769230769231,52,"neumark",65
"carol","White","Female",0.00900900900900901,0.00900900900900901,111,"neumark",66
"carolyn","White","Female",0.116883116883117,0.116883116883117,77,"neumark",64
"carolyn","White","Female",0.106382978723404,0.106382978723404,47,"neumark",65
"carolyn","White","Female",0.103448275862069,0.103448275862069,87,"neumark",66
"chales","White","Male",0,0,3,"neumark",51
"charles","White","Male",0.216867469879518,0.216867469879518,83,"neumark",49
"charles","White","Male",0.217948717948718,0.217948717948718,78,"neumark",50
"charles","White","Male",0.384615384615385,0.384615384615385,39,"neumark",51
"charles","White","Male",0.2,0.2,35,"neumark",64
"charles","White","Male",0.125,0.125,80,"neumark",65
"charles","White","Male",0.0833333333333333,0.0833333333333333,12,"neumark",66
"cheryl","White","Female",0.0638297872340425,0.0638297872340425,94,"neumark",49
"cheryl","White","Female",0.0779220779220779,0.0779220779220779,231,"neumark",50
"cheryl","White","Female",0.117370892018779,0.117370892018779,213,"neumark",51
"cheryl","White","Female",0.0469798657718121,0.0469798657718121,149,"neumark",64
"cheryl","White","Female",0.134328358208955,0.134328358208955,67,"neumark",65
"cheryl","White","Female",0.311111111111111,0.311111111111111,45,"neumark",66
"chloe","White","Female",0.0909090909090909,0.0909090909090909,33,"neumark",29
"chloe","White","Female",0.119047619047619,0.119047619047619,42,"neumark",31
"christina","White","Female",0.236111111111111,0.236111111111111,72,"neumark",29
"christina","White","Female",0.0847457627118644,0.0847457627118644,118,"neumark",30
"christina","White","Female",0.0869565217391304,0.0869565217391304,23,"neumark",31
"christina","White","Female",0.0394736842105263,0.0394736842105263,76,"neumark",64
"christina","White","Female",0.0714285714285714,0.0714285714285714,14,"neumark",65
"christina","White","Female",0.15625,0.15625,32,"neumark",66
"christine","White","Female",0.09375,0.09375,64,"neumark",64
"christine","White","Female",0.147540983606557,0.147540983606557,122,"neumark",65
"christine","White","Female",0.0289855072463768,0.0289855072463768,69,"neumark",66
"christopher","White","Female",0,0,2,"neumark",29
"christopher","White","Male",0.285714285714286,0.285714285714286,7,"neumark",29
"christopher","White","Male",0.292682926829268,0.292682926829268,41,"neumark",30
"christopher","White","Male",0.304347826086957,0.304347826086957,23,"neumark",31
"christopher","White","Male",0.229357798165138,0.229357798165138,109,"neumark",49
"christopher","White","Male",0.222222222222222,0.222222222222222,45,"neumark",50
"christopher","White","Male",0.266666666666667,0.266666666666667,75,"neumark",51
"christopher","White","Male",0.151515151515152,0.151515151515152,33,"neumark",64
"christopher","White","Male",0.209677419354839,0.209677419354839,62,"neumark",65
"christopher","White","Male",0.25,0.25,24,"neumark",66
"chritine","White","Female",0.0769230769230769,0.0769230769230769,13,"neumark",66
"chrostopher","White","Male",0.2,0.2,5,"neumark",29
"courtney","White","Female",0.12396694214876,0.12396694214876,121,"neumark",29
"courtney","White","Female",0.101604278074866,0.101604278074866,187,"neumark",30
"courtney","White","Female",0.132231404958678,0.132231404958678,121,"neumark",31
"courtney","White","Female",0.5,0.5,2,"neumark",66
"cynthia","White","Female",0.0930232558139535,0.0930232558139535,129,"neumark",49
"cynthia","White","Female",0.0471698113207547,0.0471698113207547,106,"neumark",50
"cynthia","White","Female",0.0806451612903226,0.0806451612903226,62,"neumark",51
"cynthia","White","Female",0.05,0.05,140,"neumark",64
"cynthia","White","Female",0.0869565217391304,0.0869565217391304,46,"neumark",65
"cynthia","White","Female",0.177215189873418,0.177215189873418,79,"neumark",66
"daniel","White","Male",0.283333333333333,0.283333333333333,60,"neumark",29
"daniel","White","Male",0.241935483870968,0.241935483870968,62,"neumark",30
"daniel","White","Male",0.303030303030303,0.303030303030303,66,"neumark",31
"daniel","White","Female",0,0,2,"neumark",49
"daniel","White","Male",0.295454545454545,0.295454545454545,44,"neumark",49
"daniel","White","Male",0.105263157894737,0.105263157894737,19,"neumark",50
"daniel","White","Female",0,0,1,"neumark",51
"daniel","White","Male",0.351351351351351,0.351351351351351,37,"neumark",51
"daniel","White","Female",0,0,2,"neumark",64
"daniel","White","Male",0.358490566037736,0.358490566037736,53,"neumark",64
"daniel","White","Male",0.131578947368421,0.131578947368421,38,"neumark",65
"daniel","White","Male",0,0,5,"neumark",66
"danielle","White","Female",0.127659574468085,0.127659574468085,47,"neumark",29
"danielle","White","Female",0.210526315789474,0.210526315789474,19,"neumark",30
"danielle","White","Female",0.181818181818182,0.181818181818182,66,"neumark",31
"danielle","White","Male",0,0,1,"neumark",51
"david","White","Male",0.191489361702128,0.191489361702128,47,"neumark",29
"david","White","Male",0.239130434782609,0.239130434782609,46,"neumark",30
"david","White","Male",0.222222222222222,0.222222222222222,45,"neumark",31
"david","White","Male",0.222222222222222,0.222222222222222,45,"neumark",49
"david","White","Male",0.294117647058824,0.294117647058824,34,"neumark",50
"david","White","Male",0.185185185185185,0.185185185185185,27,"neumark",51
"david","White","Male",0.434782608695652,0.434782608695652,23,"neumark",64
"david","White","Male",0.470588235294118,0.470588235294118,17,"neumark",65
"david","White","Male",0.241379310344828,0.241379310344828,29,"neumark",66
"dawn","White","Female",0.285714285714286,0.285714285714286,14,"neumark",64
"dawn","White","Female",0.2,0.2,50,"neumark",65
"dawn","White","Female",0.0786516853932584,0.0786516853932584,89,"neumark",66
"deborah","White","Female",0.19047619047619,0.19047619047619,63,"neumark",49
"deborah","White","Female",0.109677419354839,0.109677419354839,155,"neumark",50
"deborah","White","Female",0.197452229299363,0.197452229299363,157,"neumark",51
"deborah","White","Female",0.0434782608695652,0.0434782608695652,69,"neumark",64
"deborah","White","Female",0.104477611940299,0.104477611940299,134,"neumark",66
"debra","White","Female",0.170454545454545,0.170454545454545,88,"neumark",49
"debra","White","Female",0.25,0.25,28,"neumark",50
"debra","White","Female",0.0687022900763359,0.0687022900763359,131,"neumark",51
"debra","White","Female",0.0571428571428571,0.0571428571428571,105,"neumark",64
"debra","White","Female",0.2,0.2,35,"neumark",65
"debra","White","Female",0.0972222222222222,0.0972222222222222,72,"neumark",66
"dennis","White","Male",0.1,0.1,30,"neumark",64
"dennis","White","Male",0.263157894736842,0.263157894736842,19,"neumark",65
"dennis","White","Male",0.318181818181818,0.318181818181818,22,"neumark",66
"diane","White","Female",0.131147540983607,0.131147540983607,61,"neumark",64
"diane","White","Female",0.0869565217391304,0.0869565217391304,138,"neumark",65
"diane","White","Female",0.181818181818182,0.181818181818182,55,"neumark",66
"donald","White","Female",0,0,2,"neumark",49
"donald","White","Male",0.295454545454545,0.295454545454545,44,"neumark",49
"donald","White","Male",0.137931034482759,0.137931034482759,29,"neumark",50
"donald","White","Male",0.37037037037037,0.37037037037037,27,"neumark",51
"donald","White","Male",0.2,0.2,45,"neumark",64
"donald","White","Male",0.142857142857143,0.142857142857143,35,"neumark",65
"donald","White","Male",0.404761904761905,0.404761904761905,42,"neumark",66
"donna","White","Female",0.1,0.1,80,"neumark",49
"donna","White","Female",0.134020618556701,0.134020618556701,97,"neumark",50
"donna","White","Female",0.11,0.11,100,"neumark",51
"donna","White","Female",0,0,63,"neumark",64
"donna","White","Female",0.111111111111111,0.111111111111111,54,"neumark",65
"donna","White","Female",0.167883211678832,0.167883211678832,137,"neumark",66
"dorothy","White","Female",0.0898876404494382,0.0898876404494382,89,"neumark",64
"dorothy","White","Female",0.0854700854700855,0.0854700854700855,117,"neumark",65
"dorothy","White","Female",0.0977011494252874,0.0977011494252874,174,"neumark",66
"edward","White","Female",0,0,1,"neumark",64
"edward","White","Male",0.142857142857143,0.142857142857143,28,"neumark",64
"edward","White","Male",0.222222222222222,0.222222222222222,18,"neumark",65
"edward","White","Male",0.170731707317073,0.170731707317073,41,"neumark",66
"elizabeth","White","Female",0.220588235294118,0.220588235294118,68,"neumark",29
"elizabeth","White","Female",0.193548387096774,0.193548387096774,31,"neumark",30
"elizabeth","White","Female",0.121212121212121,0.121212121212121,33,"neumark",31
"elizabeth","White","Female",0.140845070422535,0.140845070422535,213,"neumark",49
"elizabeth","White","Female",0.0701754385964912,0.0701754385964912,57,"neumark",50
"elizabeth","White","Female",0.103448275862069,0.103448275862069,58,"neumark",51
"elizabeth","White","Female",0.0588235294117647,0.0588235294117647,17,"neumark",65
"elizabeth","White","Female",0.111111111111111,0.111111111111111,63,"neumark",66
"emily","White","Female",0.192771084337349,0.192771084337349,83,"neumark",29
"emily","White","Female",0.258064516129032,0.258064516129032,31,"neumark",30
"emily","White","Female",0.0784313725490196,0.0784313725490196,51,"neumark",31
"emma","White","Female",0.148148148148148,0.148148148148148,27,"neumark",29
"emma","White","Female",0.0227272727272727,0.0227272727272727,44,"neumark",30
"emma","White","Female",0.176923076923077,0.176923076923077,130,"neumark",31
"eric","White","Male",0.315789473684211,0.315789473684211,19,"neumark",64
"eric","White","Male",0.2,0.2,15,"neumark",65
"eric","White","Male",0.166666666666667,0.166666666666667,24,"neumark",66
"ethan","White","Male",0.176470588235294,0.176470588235294,34,"neumark",29
"ethan","White","Male",0.208333333333333,0.208333333333333,72,"neumark",30
"ethan","White","Male",0.23728813559322,0.23728813559322,59,"neumark",31
"frank","White","Male",0.128205128205128,0.128205128205128,39,"neumark",64
"frank","White","Male",0.0892857142857143,0.0892857142857143,56,"neumark",65
"frank","White","Male",0.428571428571429,0.428571428571429,21,"neumark",66
"gary","White","Male",0.227272727272727,0.227272727272727,44,"neumark",64
"gary","White","Male",0.0317460317460317,0.0317460317460317,63,"neumark",65
"gary","White","Male",0.212765957446809,0.212765957446809,47,"neumark",66
"george","White","Male",0.130434782608696,0.130434782608696,23,"neumark",64
"george","White","Male",0.0526315789473684,0.0526315789473684,38,"neumark",65
"george","White","Male",0.2,0.2,15,"neumark",66
"grace","White","Female",0.234848484848485,0.234848484848485,132,"neumark",29
"grace","White","Female",0.185185185185185,0.185185185185185,27,"neumark",30
"grace","White","Female",0.1875,0.1875,64,"neumark",31
"hannah","White","Female",0.180722891566265,0.180722891566265,83,"neumark",29
"hannah","White","Female",0.1875,0.1875,48,"neumark",30
"hannah","White","Female",0.217105263157895,0.217105263157895,152,"neumark",31
"heather","White","Female",0.269230769230769,0.269230769230769,26,"neumark",29
"heather","White","Female",0.177884615384615,0.177884615384615,208,"neumark",30
"heather","White","Female",0.205882352941176,0.205882352941176,68,"neumark",31
"heather","White","Female",0.142857142857143,0.142857142857143,7,"neumark",64
"heather","White","Female",0.0967741935483871,0.0967741935483871,31,"neumark",65
"heather","White","Female",0,0,13,"neumark",66
"helen","White","Female",0.114285714285714,0.114285714285714,105,"neumark",64
"helen","White","Female",0.114754098360656,0.114754098360656,61,"neumark",65
"helen","White","Female",0.0882352941176471,0.0882352941176471,34,"neumark",66
"isabella","White","Female",0.181818181818182,0.181818181818182,66,"neumark",29
"isabella","White","Female",0.146341463414634,0.146341463414634,82,"neumark",30
"isabella","White","Female",0.269230769230769,0.269230769230769,52,"neumark",31
"jacob","White","Male",0.142857142857143,0.142857142857143,21,"neumark",29
"jacob","White","Male",0.224489795918367,0.224489795918367,49,"neumark",30
"jacob","White","Male",0.27027027027027,0.27027027027027,37,"neumark",31
"james","White","Male",0.137931034482759,0.137931034482759,29,"neumark",29
"james","White","Male",0.140350877192982,0.140350877192982,57,"neumark",30
"james","White","Male",0.184782608695652,0.184782608695652,92,"neumark",31
"james","White","Male",0.277777777777778,0.277777777777778,72,"neumark",49
"james","White","Male",0.12962962962963,0.12962962962963,108,"neumark",50
"james","White","Male",0.27027027027027,0.27027027027027,74,"neumark",51
"james","White","Male",0.28,0.28,25,"neumark",64
"james","White","Male",0.125,0.125,80,"neumark",65
"james","White","Male",0.19047619047619,0.19047619047619,21,"neumark",66
"janet","White","Female",0.0810810810810811,0.0810810810810811,74,"neumark",64
"janet","White","Female",0.28,0.28,25,"neumark",65
"janet","White","Female",0.0632911392405063,0.0632911392405063,79,"neumark",66
"jason","White","Male",0.166666666666667,0.166666666666667,66,"neumark",29
"jason","White","Male",0.28,0.28,50,"neumark",30
"jason","White","Male",0.366666666666667,0.366666666666667,30,"neumark",31
"jason","White","Male",0.203389830508475,0.203389830508475,59,"neumark",64
"jason","White","Male",0.144444444444444,0.144444444444444,90,"neumark",65
"jason","White","Male",0.191489361702128,0.191489361702128,47,"neumark",66
"jeffrey","White","Male",0.204545454545455,0.204545454545455,44,"neumark",49
"jeffrey","White","Male",0.210526315789474,0.210526315789474,38,"neumark",50
"jeffrey","White","Female",0,0,1,"neumark",51
"jeffrey","White","Male",0.283783783783784,0.283783783783784,74,"neumark",51
"jeffrey","White","Male",0.245901639344262,0.245901639344262,61,"neumark",64
"jeffrey","White","Male",0.5,0.5,4,"neumark",65
"jeffrey","White","Male",0.12,0.12,25,"neumark",66
"jennifer","White","Female",0.203703703703704,0.203703703703704,54,"neumark",29
"jennifer","White","Female",0.163461538461538,0.163461538461538,104,"neumark",30
"jennifer","White","Female",0.135593220338983,0.135593220338983,59,"neumark",31
"jennifer","White","Female",0.226890756302521,0.226890756302521,119,"neumark",49
"jennifer","White","Female",0.0909090909090909,0.0909090909090909,88,"neumark",50
"jennifer","White","Female",0.128205128205128,0.128205128205128,78,"neumark",51
"jennifer","White","Female",0.12,0.12,75,"neumark",64
"jennifer","White","Female",0.111111111111111,0.111111111111111,45,"neumark",65
"jennifer","White","Female",0.024390243902439,0.024390243902439,41,"neumark",66
"jerry","White","Male",0.130434782608696,0.130434782608696,23,"neumark",64
"jerry","White","Male",0.230769230769231,0.230769230769231,52,"neumark",65
"jerry","White","Male",0.0606060606060606,0.0606060606060606,33,"neumark",66
"jessica","White","Female",0.144578313253012,0.144578313253012,83,"neumark",29
"jessica","White","Female",0.0833333333333333,0.0833333333333333,204,"neumark",30
"jessica","White","Female",0.245283018867925,0.245283018867925,53,"neumark",31
"jessica","White","Female",0.11340206185567,0.11340206185567,97,"neumark",64
"jessica","White","Female",0,0,16,"neumark",65
"jessica","White","Female",0.205128205128205,0.205128205128205,39,"neumark",66
"jilue","White","Female",0,0,4,"neumark",49
"joan","White","Female",0.0625,0.0625,96,"neumark",64
"joan","White","Female",0.0882352941176471,0.0882352941176471,68,"neumark",65
"joan","White","Female",0,0,13,"neumark",66
"john","White","Male",0.0606060606060606,0.0606060606060606,33,"neumark",29
"john","White","Female",0,0,1,"neumark",30
"john","White","Male",0.180851063829787,0.180851063829787,94,"neumark",30
"john","White","Male",0.4,0.4,20,"neumark",31
